Id,Weekly_Sales
2_59_2013-04-26,314.8783999999998
2_59_2013-05-03,314.7855999999999
2_59_2013-05-10,322.1328999999998
2_59_2013-05-17,326.1162999999996
2_59_2013-05-24,322.9745999999996
2_59_2013-05-31,301.2939999999997
2_59_2013-06-07,375.19070000000016
2_59_2013-06-14,396.06690000000015
2_59_2013-06-21,379.58670000000006
2_59_2013-06-28,297.8366999999999
2_59_2013-07-05,339.79610000000014
2_59_2013-07-12,287.5282999999997
2_59_2013-07-19,303.9957999999995
2_59_2013-07-26,264.99759999999964
2_60_2012-11-02,311.14310000000006
2_60_2012-11-09,280.3223
2_60_2012-11-16,293.72989999999976
2_60_2012-11-23,337.126
2_60_2012-11-30,448.78380000000027
2_60_2012-12-07,491.39000000000067
2_60_2012-12-14,445.47200000000004
2_60_2012-12-21,399.4319999999996
2_60_2012-12-28,219.12
2_60_2013-01-04,296.11199999999985
2_60_2013-01-11,261.36479999999995
2_60_2013-01-18,264.6769
2_60_2013-01-25,272.18999999999994
2_60_2013-02-01,267.748
2_60_2013-02-08,299.3676
2_60_2013-02-15,272.7168
2_60_2013-02-22,312.7252
2_60_2013-03-01,301.43940000000003
2_60_2013-03-08,278.5794
2_60_2013-03-15,283.59
2_60_2013-03-22,266.76
2_60_2013-03-29,224.1
2_60_2013-04-05,277.974
2_60_2013-04-12,303.26599999999996
2_60_2013-04-19,304.72
2_60_2013-04-26,294.98
2_60_2013-05-03,300.14
2_60_2013-05-10,381.772
2_60_2013-05-17,321.978
2_60_2013-05-24,289.8406
2_60_2013-05-31,219.19740000000002
2_60_2013-06-07,272.3066
2_60_2013-06-14,327.87520000000006
2_60_2013-06-21,262.018
2_60_2013-06-28,278.4099
2_60_2013-07-05,287.8461
2_60_2013-07-12,255.7621
2_60_2013-07-19,264.0744
2_60_2013-07-26,314.36319999999995
2_67_2012-11-02,10128.136199999986
2_67_2012-11-09,10105.717999999999
2_67_2012-11-16,10073.560399999988
2_67_2012-11-23,9331.773400000002
2_67_2012-11-30,10173.59139999999
2_67_2012-12-07,14036.167500000012
2_67_2012-12-14,19751.078000000016
2_67_2012-12-21,23259.297200000026
2_67_2012-12-28,10915.167000000009
2_67_2013-01-04,6847.607400000008
2_67_2013-01-11,7522.69490000001
2_67_2013-01-18,8752.816600000015
2_67_2013-01-25,10446.21480000001
2_67_2013-02-01,12801.738800000014
2_67_2013-02-08,22403.1441
2_67_2013-02-15,32570.242900000023
2_67_2013-02-22,9113.272599999991
2_67_2013-03-01,9116.16099999999
2_67_2013-03-08,9492.012199999996
2_67_2013-03-15,8942.596299999996
2_67_2013-03-22,8592.307999999995
2_67_2013-03-29,9482.8241
2_67_2013-04-05,10967.520099999996
2_67_2013-04-12,9691.790399999996
2_67_2013-04-19,9669.094699999992
2_67_2013-04-26,10137.606099999988
2_67_2013-05-03,14669.252400000023
2_67_2013-05-10,22366.031400000007
2_67_2013-05-17,21834.79319999999
2_67_2013-05-24,13572.45320000002
2_67_2013-05-31,13043.868600000022
2_67_2013-06-07,12499.643100000008
2_67_2013-06-14,20028.502599999985
2_67_2013-06-21,17209.20340000001
2_67_2013-06-28,9603.358600000016
2_67_2013-07-05,9560.473300000001
2_67_2013-07-12,8359.941600000013
2_67_2013-07-19,8843.204899999988
2_67_2013-07-26,8336.698600000003
2_71_2012-11-02,3783.113199999998
2_71_2012-11-09,3966.4361999999983
2_71_2012-11-16,4228.388299999997
2_71_2012-11-23,7583.349499999996
2_71_2012-11-30,5675.993000000004
2_71_2012-12-07,4808.442200000004
2_71_2012-12-14,6012.590199999997
2_71_2012-12-21,6815.474999999994
2_71_2012-12-28,7229.247099999994
2_71_2013-01-04,4526.998499999995
2_71_2013-01-11,4177.3904999999995
2_71_2013-01-18,4231.4827000000005
2_71_2013-01-25,3851.4311
2_71_2013-02-01,6506.106900000008
2_71_2013-02-08,6880.966900000005
2_71_2013-02-15,7151.035400000006
2_71_2013-02-22,6994.27980000001
2_71_2013-03-01,6910.522100000002
2_71_2013-03-08,6503.042600000007
2_71_2013-03-15,6236.209799999994
2_71_2013-03-22,4828.029500000001
2_71_2013-03-29,4105.842199999998
2_71_2013-04-05,3809.4798000000033
2_71_2013-04-12,3951.1629000000057
2_71_2013-04-19,3152.734499999999
2_71_2013-04-26,3095.8571999999963
2_71_2013-05-03,3521.1442999999986
2_71_2013-05-10,3381.439599999995
2_71_2013-05-17,3558.989099999996
2_71_2013-05-24,3794.8837999999955
2_71_2013-05-31,3927.8895999999986
2_71_2013-06-07,4278.835600000003
2_71_2013-06-14,4463.2540000000035
2_71_2013-06-21,4222.075200000008
2_71_2013-06-28,5093.234600000006
2_71_2013-07-05,5728.328600000007
2_71_2013-07-12,5552.946000000002
2_71_2013-07-19,5522.915600000002
2_71_2013-07-26,5366.273500000002
2_72_2012-11-02,80426.35089999993
2_72_2012-11-09,82146.04120000007
2_72_2012-11-16,69157.93359999999
2_72_2012-11-23,292589.89710000023
2_72_2012-11-30,77833.74059999996
2_72_2012-12-07,88943.47250000002
2_72_2012-12-14,106767.64040000012
2_72_2012-12-21,210310.29869999972
2_72_2012-12-28,95144.14560000008
2_72_2013-01-04,59269.75950000012
2_72_2013-01-11,58627.12900000008
2_72_2013-01-18,67585.9657999999
2_72_2013-01-25,73995.40089999989
2_72_2013-02-01,117644.3631999998
2_72_2013-02-08,126389.27949999979
2_72_2013-02-15,115594.78159999983
2_72_2013-02-22,88667.31000000001
2_72_2013-03-01,86856.21750000007
2_72_2013-03-08,79142.48740000007
2_72_2013-03-15,79821.12649999994
2_72_2013-03-22,61641.07170000006
2_72_2013-03-29,61057.62770000004
2_72_2013-04-05,59817.68010000003
2_72_2013-04-12,53487.54320000002
2_72_2013-04-19,58081.09120000011
2_72_2013-04-26,51743.29069999999
2_72_2013-05-03,58044.38830000005
2_72_2013-05-10,57065.97380000008
2_72_2013-05-17,64515.72240000006
2_72_2013-05-24,53603.215599999974
2_72_2013-05-31,62430.57760000002
2_72_2013-06-07,60805.4023
2_72_2013-06-14,63660.51299999995
2_72_2013-06-21,61295.41909999989
2_72_2013-06-28,57030.44189999994
2_72_2013-07-05,54511.40480000001
2_72_2013-07-12,55280.32649999996
2_72_2013-07-19,53855.76909999996
2_72_2013-07-26,55887.53160000006
2_74_2012-11-02,15679.886800000006
2_74_2012-11-09,14416.051600000006
2_74_2012-11-16,14386.64789999999
2_74_2012-11-23,25462.2263
2_74_2012-11-30,13941.681299999986
2_74_2012-12-07,13590.064099999996
2_74_2012-12-14,14851.993999999995
2_74_2012-12-21,19825.926300000014
2_74_2012-12-28,23784.951399999987
2_74_2013-01-04,21998.642900000028
2_74_2013-01-11,18183.127000000015
2_74_2013-01-18,18648.417399999988
2_74_2013-01-25,17683.22759999997
2_74_2013-02-01,18241.893000000004
2_74_2013-02-08,18064.737800000006
2_74_2013-02-15,19398.506799999992
2_74_2013-02-22,19456.2637
2_74_2013-03-01,19404.378800000006
2_74_2013-03-08,17112.00699999998
2_74_2013-03-15,17144.591999999982
2_74_2013-03-22,16281.934199999994
2_74_2013-03-29,15246.848900000006
2_74_2013-04-05,15903.493999999997
2_74_2013-04-12,15584.551899999999
2_74_2013-04-19,15158.4662
2_74_2013-04-26,14599.127199999994
2_74_2013-05-03,14034.821699999986
2_74_2013-05-10,14867.0602
2_74_2013-05-17,15513.102099999991
2_74_2013-05-24,15943.613400000022
2_74_2013-05-31,16725.90350000001
2_74_2013-06-07,16777.465200000006
2_74_2013-06-14,16072.860499999988
2_74_2013-06-21,16599.155899999998
2_74_2013-06-28,17541.886099999978
2_74_2013-07-05,18389.17949999999
2_74_2013-07-12,17883.915800000013
2_74_2013-07-19,16762.738199999996
2_74_2013-07-26,15648.26210000002
2_77_2013-01-11,111.70259999999999
2_79_2012-11-02,30678.41279999997
2_79_2012-11-09,30950.17959999999
2_79_2012-11-16,29973.51149999999
2_79_2012-11-23,30517.715
2_79_2012-11-30,32119.995799999953
2_79_2012-12-07,32288.722199999964
2_79_2012-12-14,30313.534700000007
2_79_2012-12-21,32075.12419999998
2_79_2012-12-28,29146.9826
2_79_2013-01-04,34540.57870000004
2_79_2013-01-11,30194.658900000002
2_79_2013-01-18,29778.840299999996
2_79_2013-01-25,28203.63380000004
2_79_2013-02-01,37860.84120000007
2_79_2013-02-08,36087.774500000065
2_79_2013-02-15,34489.87850000005
2_79_2013-02-22,33484.50640000005
2_79_2013-03-01,38165.48340000005
2_79_2013-03-08,36292.00779999996
2_79_2013-03-15,30691.193999999985
2_79_2013-03-22,29106.411099999972
2_79_2013-03-29,28984.50719999998
2_79_2013-04-05,29118.846799999974
2_79_2013-04-12,29182.624799999947
2_79_2013-04-19,30230.447999999975
2_79_2013-04-26,29293.265799999957
2_79_2013-05-03,35840.94839999995
2_79_2013-05-10,32163.03819999998
2_79_2013-05-17,29937.685400000002
2_79_2013-05-24,30595.98669999998
2_79_2013-05-31,33247.56580000004
2_79_2013-06-07,35374.18640000003
2_79_2013-06-14,31511.524000000005
2_79_2013-06-21,30294.782999999992
2_79_2013-06-28,30184.139899999966
2_79_2013-07-05,37603.20099999996
2_79_2013-07-12,33250.05410000001
2_79_2013-07-19,29788.621599999955
2_79_2013-07-26,28411.462799999994
2_80_2012-11-02,25705.378200000003
2_80_2012-11-09,26045.634099999996
2_80_2012-11-16,25972.049300000002
2_80_2012-11-23,24651.866499999982
2_80_2012-11-30,24305.759299999972
2_80_2012-12-07,26238.772899999993
2_80_2012-12-14,29232.670099999978
2_80_2012-12-21,32108.094999999976
2_80_2012-12-28,23906.860999999997
2_80_2013-01-04,24583.37190000001
2_80_2013-01-11,24525.5569
2_80_2013-01-18,24514.376599999992
2_80_2013-01-25,24186.553900000006
2_80_2013-02-01,26225.34539999997
2_80_2013-02-08,28586.224400000046
2_80_2013-02-15,26343.218699999998
2_80_2013-02-22,25799.686800000003
2_80_2013-03-01,25881.973600000016
2_80_2013-03-08,26641.03640000002
2_80_2013-03-15,27227.721400000028
2_80_2013-03-22,26075.33699999997
2_80_2013-03-29,26257.353599999966
2_80_2013-04-05,28626.44760000001
2_80_2013-04-12,28350.95069999998
2_80_2013-04-19,28145.496699999974
2_80_2013-04-26,26156.14399999999
2_80_2013-05-03,25906.842299999986
2_80_2013-05-10,25731.042399999973
2_80_2013-05-17,26036.970799999974
2_80_2013-05-24,25577.73589999998
2_80_2013-05-31,24467.734699999986
2_80_2013-06-07,27072.68570000001
2_80_2013-06-14,26318.485300000026
2_80_2013-06-21,24585.872800000026
2_80_2013-06-28,24301.770100000038
2_80_2013-07-05,26232.340700000055
2_80_2013-07-12,25844.375200000046
2_80_2013-07-19,25780.533100000037
2_80_2013-07-26,25021.665299999993
2_81_2012-11-02,29147.05139999998
2_81_2012-11-09,29147.05139999998
2_81_2012-11-16,29147.05139999998
2_81_2012-11-23,29566.054599999985
2_81_2012-11-30,29147.05139999998
2_81_2012-12-07,29516.848699999984
2_81_2012-12-14,30166.605799999976
2_81_2012-12-21,34763.99349999998
2_81_2012-12-28,24809.179699999968
2_81_2013-01-04,30610.60589999998
2_81_2013-01-11,30594.26229999998
2_81_2013-01-18,30602.571199999984
2_81_2013-01-25,30019.451699999998
2_81_2013-02-01,31138.76070000003
2_81_2013-02-08,31525.344400000038
2_81_2013-02-15,31183.33079999998
2_81_2013-02-22,30613.712200000013
2_81_2013-03-01,31253.72330000005
2_81_2013-03-08,32041.79729999999
2_81_2013-03-15,32651.869299999977
2_81_2013-03-22,30947.717700000005
2_81_2013-03-29,30943.073900000003
2_81_2013-04-05,33583.62059999998
2_81_2013-04-12,33034.65239999996
2_81_2013-04-19,32228.78039999995
2_81_2013-04-26,31592.68809999995
2_81_2013-05-03,32119.51829999998
2_81_2013-05-10,32827.2021
2_81_2013-05-17,33159.37019999996
2_81_2013-05-24,33561.22589999995
2_81_2013-05-31,33167.282900000035
2_81_2013-06-07,34184.55529999998
2_81_2013-06-14,33613.25809999997
2_81_2013-06-21,33158.85799999998
2_81_2013-06-28,32561.125000000022
2_81_2013-07-05,34150.13530000002
2_81_2013-07-12,33969.8434
2_81_2013-07-19,31985.76039999996
2_81_2013-07-26,30767.786299999967
2_82_2012-11-02,24502.190799999993
2_82_2012-11-09,24873.60859999999
2_82_2012-11-16,26462.561699999984
2_82_2012-11-23,28982.98749999998
2_82_2012-11-30,29856.928399999946
2_82_2012-12-07,38818.91199999999
2_82_2012-12-14,59869.60960000004
2_82_2012-12-21,103014.16039999982
2_82_2012-12-28,46650.57520000004
2_82_2013-01-04,21990.673399999992
2_82_2013-01-11,21455.468199999985
2_82_2013-01-18,19993.344299999975
2_82_2013-01-25,20879.912399999965
2_82_2013-02-01,21516.24389999998
2_82_2013-02-08,22643.33749999999
2_82_2013-02-15,22099.33270000001
2_82_2013-02-22,21711.451200000014
2_82_2013-03-01,21803.42000000002
2_82_2013-03-08,22144.219700000016
2_82_2013-03-15,22204.956700000017
2_82_2013-03-22,22435.277500000004
2_82_2013-03-29,22899.257999999994
2_82_2013-04-05,22903.849199999982
2_82_2013-04-12,24217.502699999986
2_82_2013-04-19,22806.277999999977
2_82_2013-04-26,21441.367499999986
2_82_2013-05-03,22240.840300000007
2_82_2013-05-10,22248.182800000006
2_82_2013-05-17,23495.768600000007
2_82_2013-05-24,24410.22490000001
2_82_2013-05-31,24806.531800000008
2_82_2013-06-07,26398.108900000054
2_82_2013-06-14,26294.91430000004
2_82_2013-06-21,25893.06900000002
2_82_2013-06-28,23904.931900000003
2_82_2013-07-05,24919.61540000001
2_82_2013-07-12,23967.959099999993
2_82_2013-07-19,23546.829399999962
2_82_2013-07-26,23130.15409999996
2_83_2012-11-02,5738.542099999992
2_83_2012-11-09,5779.070999999994
2_83_2012-11-16,5678.1945999999925
2_83_2012-11-23,5368.644899999992
2_83_2012-11-30,5655.460399999993
2_83_2012-12-07,5752.441299999993
2_83_2012-12-14,5604.333299999996
2_83_2012-12-21,6323.828200000003
2_83_2012-12-28,5588.376699999996
2_83_2013-01-04,6700.64169999999
2_83_2013-01-11,6756.052299999989
2_83_2013-01-18,5931.404299999987
2_83_2013-01-25,5870.664399999997
2_83_2013-02-01,6194.818599999999
2_83_2013-02-08,6950.0753
2_83_2013-02-15,7207.399800000009
2_83_2013-02-22,6947.551500000007
2_83_2013-03-01,6625.5889
2_83_2013-03-08,6347.0244999999995
2_83_2013-03-15,6254.5731
2_83_2013-03-22,5813.224900000004
2_83_2013-03-29,5898.657800000002
2_83_2013-04-05,7047.841099999999
2_83_2013-04-12,7025.328000000009
2_83_2013-04-19,6191.9536000000035
2_83_2013-04-26,5525.8488
2_83_2013-05-03,5773.223700000001
2_83_2013-05-10,5930.901500000012
2_83_2013-05-17,6002.698400000011
2_83_2013-05-24,5473.5976
2_83_2013-05-31,5645.780900000003
2_83_2013-06-07,6116.034799999998
2_83_2013-06-14,6335.4641000000065
2_83_2013-06-21,5873.652199999998
2_83_2013-06-28,5675.054399999997
2_83_2013-07-05,5582.949599999997
2_83_2013-07-12,5535.169900000003
2_83_2013-07-19,5747.001100000005
2_83_2013-07-26,5863.992400000005
2_85_2012-11-02,2694.063100000002
2_85_2012-11-09,2790.325700000001
2_85_2012-11-16,2800.205
2_85_2012-11-23,2807.953900000001
2_85_2012-11-30,2800.4363000000008
2_85_2012-12-07,5131.313800000003
2_85_2012-12-14,7621.338100000002
2_85_2012-12-21,9143.913300000007
2_85_2012-12-28,3802.7041999999997
2_85_2013-01-04,3448.063900000007
2_85_2013-01-11,3339.2433000000065
2_85_2013-01-18,2670.2162000000053
2_85_2013-01-25,2520.964200000001
2_85_2013-02-01,2768.4254000000033
2_85_2013-02-08,3001.8132000000037
2_85_2013-02-15,3216.442500000005
2_85_2013-02-22,3092.3467000000055
2_85_2013-03-01,2720.285400000005
2_85_2013-03-08,2717.994800000005
2_85_2013-03-15,2852.9310000000046
2_85_2013-03-22,2852.9234000000033
2_85_2013-03-29,2872.867200000002
2_85_2013-04-05,2805.8396999999954
2_85_2013-04-12,2770.1972999999957
2_85_2013-04-19,3189.653699999998
2_85_2013-04-26,3284.61
2_85_2013-05-03,3407.319000000002
2_85_2013-05-10,4812.321100000004
2_85_2013-05-17,4313.233199999993
2_85_2013-05-24,4117.337999999994
2_85_2013-05-31,3424.999099999999
2_85_2013-06-07,2867.8292000000006
2_85_2013-06-14,3072.910800000002
2_85_2013-06-21,3059.0102000000015
2_85_2013-06-28,2763.1754999999994
2_85_2013-07-05,2756.0788999999977
2_85_2013-07-12,3173.451999999998
2_85_2013-07-19,3252.0884999999976
2_85_2013-07-26,3126.786599999995
2_87_2012-11-02,22995.385399999977
2_87_2012-11-09,25046.15179999999
2_87_2012-11-16,25511.651299999983
2_87_2012-11-23,30646.80199999996
2_87_2012-11-30,30437.236699999994
2_87_2012-12-07,30036.266499999976
2_87_2012-12-14,32765.45669999998
2_87_2012-12-21,38977.605300000025
2_87_2012-12-28,31000.521600000044
2_87_2013-01-04,25689.86859999998
2_87_2013-01-11,24981.997799999994
2_87_2013-01-18,25341.038099999987
2_87_2013-01-25,25683.005100000002
2_87_2013-02-01,29060.83799999999
2_87_2013-02-08,34815.01260000001
2_87_2013-02-15,32668.36059999995
2_87_2013-02-22,27581.338099999964
2_87_2013-03-01,27646.459099999964
2_87_2013-03-08,26613.384899999975
2_87_2013-03-15,24844.00370000002
2_87_2013-03-22,23879.64860000003
2_87_2013-03-29,24342.783699999978
2_87_2013-04-05,25812.569199999976
2_87_2013-04-12,24373.874999999985
2_87_2013-04-19,22645.007400000017
2_87_2013-04-26,21458.156400000014
2_87_2013-05-03,23096.517900000006
2_87_2013-05-10,21055.223600000016
2_87_2013-05-17,20699.343400000005
2_87_2013-05-24,22618.351399999963
2_87_2013-05-31,23915.550499999998
2_87_2013-06-07,25705.367899999983
2_87_2013-06-14,22885.325900000003
2_87_2013-06-21,24214.332900000034
2_87_2013-06-28,23445.813700000035
2_87_2013-07-05,22980.53180000004
2_87_2013-07-12,22794.008100000032
2_87_2013-07-19,21846.77150000001
2_87_2013-07-26,21950.253400000012
2_90_2012-11-02,102450.01270000011
2_90_2012-11-09,102722.0975000001
2_90_2012-11-16,103693.11650000012
2_90_2012-11-23,122389.58410000004
2_90_2012-11-30,103741.4024
2_90_2012-12-07,108817.59889999992
2_90_2012-12-14,112344.82390000005
2_90_2012-12-21,134492.05190000017
2_90_2012-12-28,96080.20399999995
2_90_2013-01-04,103091.18749999988
2_90_2013-01-11,103473.3251999999
2_90_2013-01-18,101276.61389999997
2_90_2013-01-25,97735.08710000016
2_90_2013-02-01,98151.10050000018
2_90_2013-02-08,104812.63969999997
2_90_2013-02-15,102281.70129999996
2_90_2013-02-22,99303.02449999997
2_90_2013-03-01,99450.12909999996
2_90_2013-03-08,102758.96510000007
2_90_2013-03-15,101536.79289999999
2_90_2013-03-22,99692.52269999997
2_90_2013-03-29,97742.19029999994
2_90_2013-04-05,104128.77850000006
2_90_2013-04-12,103338.62570000003
2_90_2013-04-19,95054.47930000004
2_90_2013-04-26,95385.90340000004
2_90_2013-05-03,93204.6734
2_90_2013-05-10,95556.96569999997
2_90_2013-05-17,97006.66929999992
2_90_2013-05-24,96653.1056999999
2_90_2013-05-31,96635.79100000006
2_90_2013-06-07,101428.4937
2_90_2013-06-14,100518.55429999987
2_90_2013-06-21,98250.97119999996
2_90_2013-06-28,98786.37929999993
2_90_2013-07-05,102633.87339999994
2_90_2013-07-12,100062.19099999999
2_90_2013-07-19,98038.25650000006
2_90_2013-07-26,96290.96920000004
2_91_2012-11-02,77570.64669999998
2_91_2012-11-09,80777.59849999993
2_91_2012-11-16,81290.9556999999
2_91_2012-11-23,78124.69669999994
2_91_2012-11-30,71342.94669999997
2_91_2012-12-07,82007.38979999989
2_91_2012-12-14,84288.59729999989
2_91_2012-12-21,84562.18609999993
2_91_2012-12-28,65496.726
2_91_2013-01-04,85952.92459999982
2_91_2013-01-11,85838.73729999982
2_91_2013-01-18,83443.30040000002
2_91_2013-01-25,76926.86860000005
2_91_2013-02-01,85827.44489999989
2_91_2013-02-08,89652.3103000001
2_91_2013-02-15,81166.9605
2_91_2013-02-22,78487.77739999998
2_91_2013-03-01,79121.48840000006
2_91_2013-03-08,83728.29590000011
2_91_2013-03-15,84371.66500000012
2_91_2013-03-22,77321.70530000009
2_91_2013-03-29,76631.65140000006
2_91_2013-04-05,84200.15950000007
2_91_2013-04-12,81999.93659999994
2_91_2013-04-19,79750.12579999985
2_91_2013-04-26,79085.34779999989
2_91_2013-05-03,80747.8869000001
2_91_2013-05-10,83091.62200000012
2_91_2013-05-17,82424.59709999996
2_91_2013-05-24,79325.32210000008
2_91_2013-05-31,77058.59610000001
2_91_2013-06-07,88012.89049999989
2_91_2013-06-14,85366.45829999991
2_91_2013-06-21,79631.27690000003
2_91_2013-06-28,78522.64459999994
2_91_2013-07-05,80655.79560000001
2_91_2013-07-12,84608.43420000003
2_91_2013-07-19,82971.29490000008
2_91_2013-07-26,77683.95480000014
2_92_2012-11-02,174244.64490000016
2_92_2012-11-09,186229.98519999997
2_92_2012-11-16,199483.76039999994
2_92_2012-11-23,200101.2853
2_92_2012-11-30,172311.40740000008
2_92_2012-12-07,181088.33860000002
2_92_2012-12-14,198005.8924
2_92_2012-12-21,238814.6471
2_92_2012-12-28,148400.7474000001
2_92_2013-01-04,176859.26779999986
2_92_2013-01-11,179220.97579999996
2_92_2013-01-18,171881.24699999992
2_92_2013-01-25,164751.21779999978
2_92_2013-02-01,173967.03910000005
2_92_2013-02-08,180541.11600000024
2_92_2013-02-15,168959.89049999983
2_92_2013-02-22,165815.09739999974
2_92_2013-03-01,166875.99949999974
2_92_2013-03-08,174077.51939999973
2_92_2013-03-15,173702.10729999968
2_92_2013-03-22,168920.50139999966
2_92_2013-03-29,163031.7627999997
2_92_2013-04-05,175881.95129999975
2_92_2013-04-12,171825.77229999978
2_92_2013-04-19,165392.02069999973
2_92_2013-04-26,155883.18079999968
2_92_2013-05-03,161671.68269999966
2_92_2013-05-10,167269.45059999972
2_92_2013-05-17,166644.0983999997
2_92_2013-05-24,164259.20099999974
2_92_2013-05-31,161844.56779999982
2_92_2013-06-07,174409.7643000002
2_92_2013-06-14,171429.4895
2_92_2013-06-21,163013.6326000001
2_92_2013-06-28,159128.6254999999
2_92_2013-07-05,159830.9792999999
2_92_2013-07-12,166055.7155000001
2_92_2013-07-19,164438.49069999994
2_92_2013-07-26,159838.6579000002
2_93_2012-11-02,72504.36259999993
2_93_2012-11-09,74244.18389999993
2_93_2012-11-16,74807.98099999993
2_93_2012-11-23,84710.28879999994
2_93_2012-11-30,70128.21089999999
2_93_2012-12-07,72462.25779999998
2_93_2012-12-14,73717.56799999994
2_93_2012-12-21,76741.93879999995
2_93_2012-12-28,73661.85480000002
2_93_2013-01-04,75327.24370000008
2_93_2013-01-11,76889.46320000001
2_93_2013-01-18,74939.18970000002
2_93_2013-01-25,67323.32609999996
2_93_2013-02-01,71194.27759999994
2_93_2013-02-08,76170.07020000007
2_93_2013-02-15,72981.80479999994
2_93_2013-02-22,66677.95059999998
2_93_2013-03-01,68075.40780000006
2_93_2013-03-08,74387.62390000006
2_93_2013-03-15,76412.77680000011
2_93_2013-03-22,69903.57940000009
2_93_2013-03-29,67357.25699999993
2_93_2013-04-05,86643.28059999995
2_93_2013-04-12,81168.42650000012
2_93_2013-04-19,72090.95750000006
2_93_2013-04-26,70579.10020000004
2_93_2013-05-03,71688.73830000008
2_93_2013-05-10,76737.12609999998
2_93_2013-05-17,77915.22629999994
2_93_2013-05-24,77417.16360000007
2_93_2013-05-31,78950.67630000005
2_93_2013-06-07,81034.57789999993
2_93_2013-06-14,80456.58809999989
2_93_2013-06-21,75551.02529999989
2_93_2013-06-28,70474.52320000003
2_93_2013-07-05,80520.46280000005
2_93_2013-07-12,77157.7448
2_93_2013-07-19,72869.48509999989
2_93_2013-07-26,69126.06229999989
2_94_2012-11-02,71077.0001999999
2_94_2012-11-09,70824.9461999999
2_94_2012-11-16,70844.2663999999
2_94_2012-11-23,72102.94889999993
2_94_2012-11-30,65077.75799999997
2_94_2012-12-07,65602.95019999993
2_94_2012-12-14,67058.03479999995
2_94_2012-12-21,72620.64539999996
2_94_2012-12-28,64697.00189999994
2_94_2013-01-04,67541.64550000001
2_94_2013-01-11,67264.60630000001
2_94_2013-01-18,66297.85440000005
2_94_2013-01-25,64703.527299999994
2_94_2013-02-01,67553.29129999991
2_94_2013-02-08,70061.65989999997
2_94_2013-02-15,87314.83560000002
2_94_2013-02-22,67519.54850000008
2_94_2013-03-01,66130.20470000002
2_94_2013-03-08,68158.22539999995
2_94_2013-03-15,68749.36809999993
2_94_2013-03-22,67793.83019999992
2_94_2013-03-29,69000.12029999992
2_94_2013-04-05,77033.95059999998
2_94_2013-04-12,75252.85330000003
2_94_2013-04-19,71480.29200000006
2_94_2013-04-26,67899.37659999996
2_94_2013-05-03,74303.44530000008
2_94_2013-05-10,80968.48629999995
2_94_2013-05-17,83809.66889999987
2_94_2013-05-24,78912.74959999986
2_94_2013-05-31,76463.36029999997
2_94_2013-06-07,77495.90559999997
2_94_2013-06-14,75117.52850000012
2_94_2013-06-21,74434.3361
2_94_2013-06-28,73851.09180000001
2_94_2013-07-05,72906.71430000005
2_94_2013-07-12,70136.2081000001
2_94_2013-07-19,71098.74840000011
2_94_2013-07-26,69839.6993000001
2_95_2012-11-02,139499.4335000001
2_95_2012-11-09,139541.4517000001
2_95_2012-11-16,139853.98020000014
2_95_2012-11-23,140207.80270000006
2_95_2012-11-30,136505.37990000015
2_95_2012-12-07,139635.44600000014
2_95_2012-12-14,142248.54460000008
2_95_2012-12-21,146313.5518000001
2_95_2012-12-28,132431.0255
2_95_2013-01-04,134792.68289999987
2_95_2013-01-11,134526.40499999997
2_95_2013-01-18,133158.7297
2_95_2013-01-25,128167.19259999991
2_95_2013-02-01,135169.9897000001
2_95_2013-02-08,141268.9306
2_95_2013-02-15,138296.06949999987
2_95_2013-02-22,133553.57889999985
2_95_2013-03-01,137280.64009999993
2_95_2013-03-08,143071.33349999992
2_95_2013-03-15,146243.7398999998
2_95_2013-03-22,138753.6285999998
2_95_2013-03-29,140927.45180000007
2_95_2013-04-05,150477.6987000002
2_95_2013-04-12,146949.19520000025
2_95_2013-04-19,143144.93400000007
2_95_2013-04-26,139758.56170000014
2_95_2013-05-03,145940.49650000004
2_95_2013-05-10,151775.0787999999
2_95_2013-05-17,152664.7916999999
2_95_2013-05-24,153971.083
2_95_2013-05-31,152534.57270000005
2_95_2013-06-07,158833.7592000001
2_95_2013-06-14,159603.73050000012
2_95_2013-06-21,156239.4370000001
2_95_2013-06-28,156615.22420000003
2_95_2013-07-05,163530.68349999978
2_95_2013-07-12,162700.85309999977
2_95_2013-07-19,150343.17820000014
2_95_2013-07-26,149995.11550000028
2_96_2012-11-02,37908.553199999995
2_96_2012-11-09,37908.553199999995
2_96_2012-11-16,37908.553199999995
2_96_2012-11-23,38644.67170000002
2_96_2012-11-30,37908.553199999995
2_96_2012-12-07,37908.553199999995
2_96_2012-12-14,37908.553199999995
2_96_2012-12-21,39552.88749999998
2_96_2012-12-28,38712.64790000004
2_96_2013-01-04,33583.21060000002
2_96_2013-01-11,28945.065899999976
2_96_2013-01-18,27721.723899999994
2_96_2013-01-25,28144.7483
2_96_2013-02-01,29024.475900000016
2_96_2013-02-08,30074.33330000002
2_96_2013-02-15,29459.298500000048
2_96_2013-02-22,30314.363700000053
2_96_2013-03-01,31006.388500000052
2_96_2013-03-08,32653.15030000004
2_96_2013-03-15,33374.814100000025
2_96_2013-03-22,31941.14620000002
2_96_2013-03-29,33724.85599999997
2_96_2013-04-05,35421.06029999996
2_96_2013-04-12,35489.188199999946
2_96_2013-04-19,34403.729799999965
2_96_2013-04-26,35087.98629999999
